id,cip6
MID25823596,143501
MID25823616,141001
MID25823630,140801
MID25823636,141001
MID25823726,140801
MID25823804,141901
MID25823871,140801
MID25823876,141901
MID25823899,141901
MID25823900,141901
MID25823919,143501
MID25823923,141901
MID25824040,141001
MID25824348,141901
MID25824349,141901
MID25824409,140801
MID25824623,140801
MID25824723,141901
MID25824912,140801
MID25825007,140801
MID25825121,141901
MID25825802,141001
MID25825841,140801
MID25825910,141001
MID25825948,140801
MID25826047,141901
MID25826165,140801
MID25826264,141001
MID25826264,141901
MID25826492,141901
MID25826642,141901
MID25826950,141001
MID25826984,140801
MID25826985,141901
MID25827003,140801
MID25827019,140801
MID25827020,141901
MID25827088,141901
MID25827088,143501
MID25827123,141901
MID25827159,140801
MID25827229,141001
MID25827287,140801
MID25827335,140801
MID25827455,141901
MID25827474,140801
MID25827583,140801
MID25827664,143501
MID25827725,141001
MID25828047,143501
MID25828135,140801
MID25828164,141901
MID25828164,143501
MID25828300,143501
MID25828323,141901
MID25828439,143501
MID25828552,140801
MID25828602,141001
MID25828735,141001
MID25828737,141901
MID25828870,140801
MID25828891,140801
MID25829083,143501
MID25829286,141001
MID25829525,141901
MID25829826,141901
MID25829832,140801
MID25829832,143501
MID25829842,141001
MID25829881,140801
MID25829893,141001
MID25829938,141901
MID25830014,143501
MID25830211,141901
MID25830268,141001
MID25830329,140801
MID25830409,141901
MID25830427,141901
MID25830437,141001
MID25830475,140801
MID25830623,140801
MID25830666,140801
MID25830748,141901
MID25830975,140801
MID25831162,141901
MID25831198,141901
MID25831216,143501
MID25831222,140801
MID25831413,141001
MID25831468,141001
MID25831514,141901
MID25831646,141901
MID25831762,141001
MID25831762,141901
MID25831830,141901
MID25831851,140801
MID25832185,141001
MID25832267,141901
MID25832331,141901
MID25832356,141901
MID25832376,143501
MID25832492,141901
MID25832529,141901
MID25832562,141001
MID25832595,141001
MID25832637,141001
MID25832725,141901
MID25832970,141901
MID25833040,140801
MID25833123,143501
MID25833231,141001
MID25833506,141001
MID25833610,141001
MID25833617,141901
MID25833701,140801
MID25833703,141001
MID25833875,140801
MID25833946,141901
MID25833987,141001
MID25834016,140801
MID25834021,141901
MID25834123,141001
MID25834175,141001
MID25834177,141901
MID25834185,143501
MID25834314,141901
MID25834375,141901
MID25834654,141901
MID25834655,140801
MID25834662,141001
MID25834693,141901
MID25834796,140801
MID25834856,143501
MID25834915,141901
MID25834929,140801
MID25834942,143501
MID25834970,141901
MID25835033,141901
MID25835048,141901
MID25835106,141001
MID25835138,143501
MID25835154,143501
MID25835342,141901
MID25835677,141001
MID25835722,141901
MID25835779,141901
MID25835780,141901
MID25835809,140801
MID25835893,143501
MID25836044,140801
MID25836131,141901
MID25836298,141901
MID25836364,140801
MID25836378,140801
MID25836533,141901
MID25836557,143501
MID25836704,141901
MID25836742,141901
MID25836791,141901
MID25836856,140801
MID25837015,141901
MID25837038,140801
MID25837056,141901
MID25837227,143501
MID25837355,141901
MID25837385,141901
MID25837400,141901
MID25837440,141901
MID25837555,141901
MID25837651,141901
MID25837850,141901
MID25837866,141901
MID25838023,141901
MID25838180,141901
MID25838199,141001
MID25838239,141001
MID25838272,140801
MID25838316,141001
MID25838522,140801
MID25839062,140801
MID25839109,140801
MID25839115,141901
MID25839141,141901
MID25839194,141901
MID25839222,141901
MID25839238,141901
MID25839312,143501
MID25839329,140801
MID25839698,141901
MID25839742,141901
MID25839889,140801
MID25839903,140801
MID25839968,141901
MID25839991,141901
MID25840123,141901
MID25840165,141901
MID25840234,141001
MID25840309,141901
MID25840357,141901
MID25840432,140801
MID25840464,140801
MID25840482,141901
MID25840486,141001
MID25840618,140801
MID25840619,140801
MID25840765,140801
MID25840842,141901
MID25841013,140801
MID25841033,140801
MID25841083,143501
MID25841109,141001
MID25841151,141901
MID25841251,141001
MID25841286,141901
MID25841335,141001
MID25841350,141901
MID25841355,141001
MID25841424,141901
MID25841442,141901
MID25841442,140801
MID25841581,141901
MID25841842,141001
MID25842027,141901
MID25842232,141901
MID25842295,141001
MID25842296,141001
MID25842416,140801
MID25842441,141901
MID25842660,140801
MID25842686,141001
MID25842732,141001
MID25842784,140801
MID25842817,140801
MID25842848,141001
MID25842850,141901
MID25842953,141001
MID25842993,143501
MID25843049,141901
MID25843055,141901
MID25843381,141901
MID25843394,140801
MID25843451,141901
MID25843555,141001
MID25843559,143501
MID25843639,141001
MID25843722,141901
MID25843913,141901
MID25844037,141901
MID25844103,141901
MID25844129,141001
MID25844132,141001
MID25844142,141901
MID25844157,141901
MID25844171,143501
MID25844204,143501
MID25844276,143501
MID25844315,141001
MID25844342,141001
MID25844349,141901
MID25844439,141901
MID25844479,143501
MID25844634,141901
MID25844639,141001
MID25844939,140801
MID25845033,141901
MID25845093,140801
MID25845158,140801
MID25845311,140801
MID25845318,141901
MID25845419,140801
MID25845508,141901
MID25845537,141901
MID25845569,140801
MID25845582,141901
MID25845632,141901
MID25845664,140801
MID25845841,140801
MID25845910,141901
MID25846090,141901
MID25846113,141001
MID25846132,140801
MID25846137,141901
MID25846142,140801
MID25846316,143501
MID25846329,141901
MID25846331,143501
MID25846524,141901
MID25846652,143501
MID25846669,140801
MID25846721,141901
MID25846756,141901
MID25846798,141901
MID25847014,141901
MID25847084,141901
MID25847089,141901
MID25847090,141901
MID25847093,141901
MID25847169,141001
MID25847220,143501
MID25847235,141001
MID25847263,141001
MID25847341,141901
MID25847404,140801
MID25847442,141901
MID25847761,140801
MID25847863,143501
MID25847928,141001
MID25847969,141901
MID25848152,140801
MID25848175,141001
MID25848181,140801
MID25848309,141901
MID25848316,140801
MID25848344,141001
MID25848396,141001
MID25848434,140801
MID25848589,143501
MID25848784,141901
MID25848787,140801
MID25849711,141001
MID25849727,141901
MID25849802,140801
MID25849836,141001
MID25849876,141901
MID25850013,140801
MID25850121,140801
MID25850384,141901
MID25850481,141001
MID25850499,140801
MID25850571,141001
MID25850641,143501
MID25850693,141901
MID25850703,141901
MID25850725,141001
MID25850804,141901
MID25850866,141001
MID25850893,141901
MID25851025,141001
MID25851045,143501
MID25851238,143501
MID25851324,141901
MID25851345,141901
MID25851370,141001
MID25851468,141001
MID25851496,141001
MID25851500,141001
MID25851679,141901
MID25851790,143501
MID25851861,141901
MID25851910,141901
MID25851990,141001
MID25852023,143501
MID25852065,141001
MID25852214,141901
MID25852453,141001
MID25852465,140801
MID25852497,140801
MID25852503,141901
MID25852510,141901
MID25852624,140801
MID25852624,141901
MID25852630,143501
MID25852745,141901
MID25852745,143501
MID25853054,141001
MID25853098,141901
MID25853132,141001
MID25853205,141901
MID25853290,141901
MID25853311,140801
MID25853331,141001
MID25853389,141901
MID25853398,141901
MID25853398,141001
MID25853528,141001
MID25853599,141901
MID25853924,141901
MID25854074,141001
MID25854133,141901
MID25854204,141901
MID25854215,141001
MID25854338,141901
MID25854399,140801
MID25854744,141901
MID25854917,141901
MID25855042,141901
MID25855043,141901
MID25855282,141001
MID25855484,141001
MID25855665,141901
MID25855710,141901
MID25855782,140801
MID25856440,141901
MID25856676,141901
MID25857016,141901
MID25857020,141901
MID25857045,141901
MID25857094,140801
MID25857197,141901
MID25857297,140801
MID25857366,140801
MID25857494,141901
MID25857732,141901
MID25858451,140801
MID25858602,140801
MID25858813,141901
MID25858941,141901
MID25859283,141901
MID25859483,140801
MID25859557,141901
MID25859728,141901
MID25860533,141901
MID25860619,141901
MID25860709,141901
MID25860918,140801
MID25861544,141901
MID25861719,141901
MID25861722,141901
MID25861759,141901
MID25862221,141901
MID25862466,141001
MID25862505,140801
MID25862685,141001
MID25862979,141001
MID25862995,141901
MID25863118,141901
MID25863124,141901
MID25863173,141901
MID25863472,141901
MID25864170,141901
MID25864225,140801
MID25864731,141901
MID25865076,141901
MID25865679,141901
MID25865943,141001
MID25865971,141901
MID25866084,141001
MID25866134,141001
MID25866237,141901
MID25866683,141001
MID25866703,141001
MID25866811,141901
MID25866894,140801
MID25866921,140801
MID25866932,140801
MID25866932,141901
MID25867073,141901
MID25867435,141901
MID25867605,140801
MID25867753,141901
MID25867921,141901
MID25868513,141901
MID25868686,141901
MID25868710,141901
MID25868816,141901
MID25868925,141001
MID25868925,141901
MID25868987,140801
MID25869300,140801
MID25869385,141901
MID25869442,140801
MID25869576,140801
MID25869725,141901
MID25869777,141001
MID25869843,140801
MID25869865,141901
MID25869886,140801
MID25870130,140801
MID25870152,141901
MID25870154,141901
MID25870352,141001
MID25870577,141001
MID25870577,141901
MID25870602,141001
MID25871128,141001
MID25871182,141901
MID25871361,141901
MID25871424,141001
MID25871456,141901
MID25871479,141901
MID25871480,140801
MID25871560,141001
MID25871751,140801
MID25871797,140801
MID25871952,140801
MID25871960,140801
MID25872023,140801
MID25872043,141901
MID25872057,141001
MID25872183,141001
MID25872393,141901
MID25872430,140801
MID25872443,141001
MID25872711,141901
MID25872891,141001
MID25872993,141901
MID25873033,141001
MID25873537,141901
MID25873539,141001
MID25873668,141001
MID25873725,141901
MID25873735,140801
MID25873821,140801
MID25874223,141901
MID25874387,141901
MID25874517,141001
MID25874983,141001
MID25875023,140801
MID25875052,140801
MID25875061,141001
MID25875179,141001
MID25875369,140801
MID25875391,141901
MID25875827,141901
MID25875878,141001
MID25876708,140801
MID25877143,140801
MID25877301,141901
MID25877487,141901
MID25877904,141001
MID25877924,141901
MID25878135,141001
MID25878252,140801
MID25878305,141001
MID25878559,141001
MID25878751,141901
MID25878772,141901
MID25879269,141001
MID25879342,141901
MID25879360,141001
MID25879386,141901
MID25879670,141901
MID25879670,140801
MID25879672,140801
MID25879755,140801
MID25880525,141901
MID25880701,140801
MID25880969,141001
MID25881041,140801
MID25881101,141901
MID25881209,141901
MID25881417,141001
MID25881880,141901
MID25882493,141901
MID25882728,141001
MID25882775,141901
MID25882784,141901
MID25883116,140801
MID25883152,141901
MID25883297,141901
MID25883302,141001
MID25883425,141001
MID25883514,141901
MID25883667,141001
MID25884214,141001
MID25884224,141901
MID25884373,140801
MID25884562,140801
MID25885204,140801
MID25885454,141901
MID25885535,140801
MID25885625,141901
MID25885845,140801
MID25885852,141901
MID25885902,141901
MID25886035,141001
MID25886038,141001
MID25886251,140801
MID25886271,141901
MID25886472,141901
MID25886517,140801
MID25886841,141901
MID25886887,141901
MID25887227,141001
MID25887366,141001
MID25887997,140801
MID25888385,141901
MID25888562,141901
MID25888594,141001
MID25888849,140801
MID25888849,141901
MID25889070,141001
MID25889204,140801
MID25889540,140801
MID25889747,140801
MID25890098,141001
MID25890349,140801
MID25890664,141001
MID25890741,140801
MID25891209,140801
MID25891232,141901
MID25891289,141001
MID25891425,141001
MID25891803,141901
MID25891892,141901
MID25891962,141001
MID25892095,141001
MID25892152,141001
MID25892195,141001
MID25892228,140801
MID25892344,141901
MID25892531,141901
MID25893036,141901
MID25893482,141001
MID25893508,141901
MID25893573,141001
MID25893656,141001
MID25894097,141001
MID25894293,140801
MID25894379,140801
MID25894946,141901
MID25894971,141001
MID25895161,140801
MID25895233,141901
MID25895559,141901
MID25895611,141901
MID25895690,141901
MID25895739,140801
MID25895767,141901
MID25895801,141901
MID25896166,140801
MID25896386,141901
MID25896451,141901
MID25896494,141001
MID25896581,141901
MID25896650,140801
MID25896823,140801
MID25896998,141901
MID25897039,141901
MID25897462,141001
MID25897678,140801
MID25897776,141001
MID25897940,141901
MID25898428,141001
MID25898428,141901
MID25898724,141001
MID25899028,141901
MID25899101,141901
MID25899169,141901
MID25899917,140801
MID25899917,141001
MID25900182,140801
MID25900360,141901
MID25900434,141901
MID25900457,141901
MID25900567,141901
MID25900604,141901
MID25900606,141001
MID25900699,141901
MID25900773,141001
MID25901737,141901
MID25901843,141901
MID25901979,140801
MID25902042,141901
MID25902212,141001
MID25902212,141901
MID25902550,141001
MID25902765,141001
MID25902833,141901
MID25903116,141001
MID25903265,141901
MID25903407,141901
MID25903479,141001
MID25903484,141001
MID25903549,140801
MID25903568,140801
MID25903640,141901
MID25903797,141001
MID25903950,141001
MID25903978,141901
MID25904075,141001
MID25904225,141001
MID25904473,141901
MID25904524,141901
MID25904697,140801
MID25904716,141001
MID25905410,141001
MID25905448,141901
MID25905564,140801
MID25905666,141901
MID25906121,141901
MID25906221,140801
MID25906385,141901
MID25906752,141901
MID25907454,141901
MID25907520,141901
MID25907715,141901
MID25907817,140801
MID25907932,141901
MID25907982,140801
MID25908056,141001
MID25908070,140801
MID25908355,141001
MID25908433,141901
MID25908509,141901
MID25908962,141001
MID25909047,141001
MID25909096,141901
MID25909191,141901
MID25909550,141901
MID25909606,141001
MID25909757,141901
MID25909772,141001
MID25910042,141001
MID25910067,141901
MID25910117,140801
MID25910425,141901
MID25910621,140801
MID25910718,141001
MID25911221,141001
MID25911365,141001
MID25911382,141001
MID25911603,141901
MID25911839,141901
MID25911861,141001
MID25911861,141901
MID25911886,141001
MID25911886,141901
MID25912065,140801
MID25912438,141001
MID25912633,141901
MID25912691,141901
MID25912883,141901
MID25912908,140801
MID25913463,140801
MID25913649,141001
MID25913711,140801
MID25913745,141901
MID25913839,141901
MID25914128,141901
MID25914128,140801
MID25914721,141901
MID25915085,141901
MID25915686,141001
MID25915708,141901
MID25916333,140801
MID25916345,141901
MID25916573,141001
MID25916575,140801
MID25916662,141001
MID25916695,141901
MID25916711,141901
MID25916933,140801
MID25916977,141901
MID25916977,141001
MID25917184,141901
MID25917680,141001
MID25917727,141901
MID25917727,140801
MID25917861,140801
MID25917920,141001
MID25918052,141001
MID25918208,141001
MID25918230,141001
MID25918311,141901
MID25918520,140801
MID25918550,141001
MID25918640,141001
MID25919070,141001
MID25919381,141001
MID25919923,140801
MID25920423,140801
MID25920535,141901
MID25920729,141901
MID25920850,141001
MID25921112,140801
MID25921553,141901
MID25921581,141001
MID25921581,140801
MID25921701,140801
MID25921772,141001
MID25921986,140801
MID25922025,141001
MID25922116,140801
MID25922272,141001
MID25922295,141001
MID25922611,141901
MID25922636,140801
MID25922870,141001
MID25923178,141901
MID25923220,141901
MID25923226,141901
MID25923243,141901
MID25923641,140801
MID25923641,141901
MID25923658,141901
MID25923783,141001
MID25923891,140801
MID25924237,141001
MID25924247,141901
MID25924290,141901
MID25924294,141901
MID25924502,140801
MID25924537,141001
MID25924860,141901
MID25924920,141901
MID25925107,140801
MID25925726,141901
MID25925745,140801
MID25925882,141901
MID25925900,141001
MID25925900,141901
MID25926069,141901
MID25926726,141001
MID25926778,140801
MID25926826,140801
MID25926863,140801
MID25927284,141901
MID25927319,141001
MID25927363,141001
MID25927436,140801
MID25927611,141001
MID25927704,141901
MID25927773,140801
MID25928223,141901
MID25928596,140801
MID25928701,141901
MID25928708,140801
MID25928886,141901
MID25929182,140801
MID25929347,141901
MID25929484,141901
MID25929571,141901
MID25929650,141001
MID25929691,141001
MID25929758,141001
MID25929928,140801
MID25929989,140801
MID25930284,140801
MID25930383,141901
MID25930814,141001
MID25930815,141001
MID25931424,141901
MID25931452,141001
MID25931760,140801
MID25931849,141001
MID25932041,141001
MID25932044,141901
MID25932153,141901
MID25932323,141001
MID25932367,140801
MID25932442,141001
MID25932580,141001
MID25933255,141901
MID25933285,141001
MID25933399,140801
MID25933505,140801
MID25933527,141901
MID25933937,141901
MID25934233,141001
MID25934473,140801
MID25934494,141001
MID25934527,140801
MID25935019,141901
MID25935034,140801
MID25935067,141901
MID25935070,141901
MID25935217,141901
MID25935300,140801
MID25935332,141001
MID25935621,141901
MID25935911,141001
MID25936075,141001
MID25936188,141901
MID25936258,140801
MID25936288,141901
MID25936293,141001
MID25936297,141001
MID25936407,141001
MID25936450,140801
MID25936971,141901
MID25936979,141901
MID25937307,141901
MID25937325,140801
MID25937841,141901
MID25937885,140801
MID25937935,141901
MID25938799,141001
MID25938944,141901
MID25938960,141901
MID25939533,141901
MID25939658,141901
MID25939714,141901
MID25939775,140801
MID25940246,140801
MID25940739,141901
MID25941294,141901
MID25941548,141001
MID25941573,141901
MID25941650,141001
MID25941717,141901
MID25941818,141901
MID25941820,141001
MID25941880,140801
MID25942270,141001
MID25942368,140801
MID25942396,140801
MID25942538,141001
MID25942730,140801
MID25942924,140801
MID25942999,141901
MID25943062,141901
MID25943084,141001
MID25943135,141901
MID25943424,141901
MID25943569,141901
MID25944196,141901
MID25944412,141001
MID25944893,140801
MID25944913,141001
MID25945011,140801
MID25945124,141901
MID25945797,141901
MID25945905,140801
MID25945932,140801
MID25946306,141001
MID25946315,140801
MID25946348,141901
MID25946416,141001
MID25946614,141901
MID25946837,140801
MID25946891,141901
MID25947314,140801
MID25947323,141001
MID25947926,140801
MID25948009,141901
MID25948154,140801
MID25948448,141901
MID25948546,141901
MID25948638,140801
MID25948676,140801
MID25948846,141901
MID25948855,141901
MID25948918,141901
MID25949043,141901
MID25949133,140801
MID25949354,140801
MID25949369,141901
MID25949510,141001
MID25949680,141901
MID25949693,141001
MID25949933,140801
MID25950109,140801
MID25950391,141001
MID25950507,140801
MID25950788,140801
MID25951103,140801
MID25951322,140801
MID25951586,141001
MID25951586,141901
MID25951760,141901
MID25951790,141901
MID25951956,141001
MID25952289,141901
MID25952575,140801
MID25952728,141001
MID25952784,141901
MID25952922,141001
MID25952933,140801
MID25952980,141001
MID25953455,141001
MID25953665,140801
MID25953703,141901
MID25953967,140801
MID25953974,140801
MID25954050,141901
MID25954472,141901
MID25954517,140801
MID25954739,141901
MID25954848,141001
MID25954884,141901
MID25955022,141001
MID25955363,141001
MID25955500,140801
MID25955583,141901
MID25956453,140801
MID25956615,140801
MID25956696,141901
MID25956718,141901
MID25956878,140801
MID25957275,141001
MID25957409,141901
MID25957508,140801
MID25957555,141901
MID25957672,140801
MID25957903,140801
MID25958371,140801
MID25958582,140801
MID25958806,140801
MID25959683,140801
MID25959841,141001
MID25960172,141901
MID25960595,141901
MID25962119,140801
MID25962629,141901
MID25963113,141901
MID25963148,140801
MID25963277,141901
MID25963384,141901
MID25964350,141901
MID25964936,141901
MID25965952,140801
MID25966217,140801
MID25966470,141901
MID25967653,141001
MID25967964,140801
MID25968906,140801
MID25970094,140801
MID25970982,141901
MID25971702,141001
MID25971803,141901
MID25972130,141901
MID25972232,141901
MID25972802,140801
MID25972939,140801
MID25973133,140801
MID25973353,140801
MID25973641,141001
MID25973668,141001
MID25973674,141001
MID25973989,141001
MID25974167,141901
MID25974420,141001
MID25974653,140801
MID25974787,140801
MID25975173,141001
MID25975291,141901
MID25975371,141001
MID25975396,141901
MID25975495,141901
MID25975677,140801
MID25975942,141001
MID25976003,140801
MID25976020,141001
MID25976292,141901
MID25976371,140801
MID25976400,141001
MID25976483,141001
MID25976489,141901
MID25976669,141001
MID25976669,141901
MID25976774,141901
MID25976780,141901
MID25976790,141901
MID25976812,140801
MID25976935,140801
MID25976948,141901
