id,cip6
MID26143990,141001
MID26144338,140801
MID26144474,140801
MID26144801,141901
MID26144879,140801
MID26144879,143501
MID26145371,141001
MID26145396,141901
MID26145501,141001
MID26145516,140801
MID26145780,141901
MID26145872,141001
MID26145990,141001
MID26146131,141901
MID26146248,141001
MID26146398,140801
MID26146753,141001
MID26147390,143501
MID26147390,140801
MID26147759,140801
MID26147871,141001
MID26148486,141001
MID26148756,141001
MID26148771,141901
MID26148771,140801
MID26149169,141001
MID26149245,141001
MID26149314,140801
MID26149314,143501
MID26149346,141901
MID26149412,141001
MID26149683,140801
MID26149789,141901
MID26149872,141001
MID26149946,141001
MID26150176,141001
MID26150333,141901
MID26150356,141001
MID26150453,141901
MID26150610,141901
MID26150655,141901
MID26150703,140801
MID26150843,141901
MID26150990,140801
MID26150999,141001
MID26151030,141901
MID26151063,143501
MID26151199,141001
MID26151366,141901
MID26151372,141901
MID26151959,141001
MID26152050,141001
MID26152088,141901
MID26152225,141001
MID26152307,141901
MID26152522,141901
MID26152574,140801
MID26152863,141901
MID26152901,141001
MID26153232,140801
MID26153234,141001
MID26153248,140801
MID26153492,140801
MID26153500,140801
MID26153534,141901
MID26153858,141901
MID26153861,141901
MID26154295,141901
MID26154295,141001
MID26154562,140801
MID26154632,141001
MID26154637,141001
MID26154660,141001
MID26154900,141901
MID26155110,141001
MID26155271,141901
MID26155271,141001
MID26155309,141901
MID26155790,141001
MID26156116,141001
MID26156131,141001
MID26156141,141901
MID26156141,140801
MID26156250,140801
MID26156256,141901
MID26156421,140801
MID26156661,141001
MID26157078,140801
MID26157128,141901
MID26157148,141001
MID26157597,141001
MID26157842,141001
MID26158109,141901
MID26158178,141001
MID26158293,141901
MID26158309,140801
MID26158358,141901
MID26158434,141001
MID26158481,141001
MID26158530,141001
MID26158530,141901
MID26158625,141901
MID26158654,141901
MID26159069,140801
MID26159173,141001
MID26159390,140801
MID26159393,141901
MID26159398,141001
MID26160060,140801
MID26160060,141001
MID26160137,141901
MID26160153,141901
MID26160169,140801
MID26160726,141001
MID26160929,141901
MID26160979,141001
MID26161004,141001
MID26161179,141001
MID26161258,141001
MID26161751,141001
MID26162031,141001
MID26162124,141901
MID26162161,141901
MID26162294,141001
MID26162409,141901
MID26162622,141901
MID26162884,141901
MID26162953,140801
MID26162983,140801
MID26163129,140801
MID26163408,141001
MID26163570,140801
MID26163642,140801
MID26163865,143501
MID26164214,141901
MID26164272,141001
MID26164411,143501
MID26164411,141001
MID26164451,141001
MID26164841,141001
MID26164892,141901
MID26164892,141001
MID26164909,143501
MID26165533,141901
MID26166247,140801
MID26166627,143501
MID26166627,140801
MID26166651,140801
MID26166651,141901
MID26166708,141901
MID26166839,141001
MID26167135,141901
MID26167223,141001
MID26167368,141901
MID26167937,141901
MID26167938,141901
MID26168069,141001
MID26168138,141001
MID26168231,141901
MID26168387,141901
MID26168520,140801
MID26168617,141001
MID26168685,141001
MID26169447,141901
MID26169512,140801
MID26169574,143501
MID26169590,141001
MID26169626,141901
MID26169828,140801
MID26170156,141901
MID26170403,140801
MID26170427,141901
MID26170680,141001
MID26171041,141001
MID26171248,141901
MID26171440,140801
MID26171736,140801
MID26171826,141901
MID26172114,140801
MID26172386,141001
MID26172386,140801
MID26172803,141901
MID26172905,140801
MID26172911,141901
MID26173089,140801
MID26173221,141901
MID26173489,141001
MID26174197,141001
MID26174223,141001
MID26174677,141001
MID26174932,141001
MID26175073,141901
MID26175187,141001
MID26175300,141001
MID26175502,141001
MID26175664,141001
MID26175787,141001
MID26175849,141001
MID26175960,140801
MID26176180,141901
MID26176263,141901
MID26176410,141001
MID26176639,141901
MID26176826,141001
MID26177445,140801
MID26177938,141901
MID26178185,140801
MID26178356,140801
MID26178411,141901
MID26178575,140801
MID26178835,141001
MID26179163,140801
MID26179163,141001
MID26179226,141001
MID26179281,141001
MID26179379,141001
MID26179387,141901
MID26180085,141901
MID26180422,141001
MID26180511,141001
MID26180954,141901
MID26181000,140801
MID26181187,141001
MID26181210,140801
MID26181298,140801
MID26181327,141001
MID26181357,141901
MID26182086,141001
MID26182163,141901
MID26182229,141901
MID26182252,141001
MID26182288,141901
MID26182336,140801
MID26182547,140801
MID26182592,141001
MID26182673,141001
MID26182875,141901
MID26183276,143501
MID26183294,140801
MID26183349,141901
MID26183349,141001
MID26183355,141901
MID26183358,141901
MID26183744,141901
MID26183803,140801
MID26183941,140801
MID26184034,140801
MID26184181,140801
MID26184413,140801
MID26184535,140801
MID26184547,140801
MID26184720,141001
MID26184776,140801
MID26184935,140801
MID26185279,141901
MID26185511,141901
MID26185732,141901
MID26186111,141001
MID26186249,141001
MID26186467,140801
MID26186508,141001
MID26186885,140801
MID26186943,141901
MID26186952,141001
MID26187325,141901
MID26187333,141901
MID26187506,141001
MID26187598,141001
MID26187779,140801
MID26187930,143501
MID26188312,141001
MID26188540,140801
MID26188553,141901
MID26188592,141901
MID26188725,141901
MID26189013,141001
MID26189068,141001
MID26189313,141001
MID26189470,140801
MID26189655,140801
MID26189789,141901
MID26190329,141001
MID26190361,143501
MID26190518,141001
MID26190518,141901
MID26190521,141901
MID26191279,141001
MID26191462,141001
MID26191630,141901
MID26192046,141901
MID26192284,141901
MID26192316,143501
MID26192316,141901
MID26192865,143501
MID26193010,141001
MID26193139,140801
MID26193207,141001
MID26193226,141901
MID26193248,141901
MID26193690,141001
MID26193711,141901
MID26193766,141001
MID26193854,141901
MID26194499,141901
MID26194964,141001
MID26195344,141001
MID26195955,140801
MID26196207,141901
MID26196628,140801
MID26196697,140801
MID26197008,141001
MID26197033,141001
MID26197066,141001
MID26197271,140801
MID26197347,141901
MID26197486,141001
MID26197513,140801
MID26197513,143501
MID26198025,140801
MID26198183,141001
MID26198208,141901
MID26198421,140801
MID26198442,140801
MID26198859,141901
MID26199026,141901
MID26199473,141001
MID26199523,140801
MID26199601,140801
MID26199615,140801
MID26199740,141001
MID26199863,141001
MID26199939,140801
MID26200011,140801
MID26200191,141901
MID26200215,141901
MID26200365,140801
MID26200539,141001
MID26200748,141001
MID26200783,140801
MID26200833,141001
MID26201289,141001
MID26201340,141901
MID26201786,141901
MID26201851,141901
MID26201928,141001
MID26202320,140801
MID26202370,141901
MID26202386,141001
MID26202565,141001
MID26202747,141001
MID26202958,140801
MID26202958,141001
MID26203073,140801
MID26203230,140801
MID26203280,141901
MID26203560,141001
MID26203560,141901
MID26203690,140801
MID26204286,141901
MID26204493,141001
MID26204493,141901
MID26204641,141901
MID26204954,141901
MID26204968,141001
MID26204973,141901
MID26205202,140801
MID26205919,141901
MID26205980,141001
MID26206241,141001
MID26206291,141001
MID26206611,141901
MID26206627,141901
MID26206756,140801
MID26206781,141001
MID26206913,140801
MID26206986,141001
MID26207174,141901
MID26207234,141001
MID26207292,141001
MID26207385,140801
MID26207395,141901
MID26207527,141901
MID26207528,140801
MID26207724,141001
MID26207766,140801
MID26207810,141001
MID26207842,141001
MID26207882,141001
MID26207888,140801
MID26207888,141001
MID26208275,140801
MID26209033,140801
MID26209087,143501
MID26209374,141001
MID26209437,140801
MID26209523,140801
MID26209523,141001
MID26209593,141001
MID26209623,141001
MID26210258,140801
MID26210374,141001
MID26210763,141001
MID26211109,141001
MID26211231,140801
MID26211241,141001
MID26211261,141901
MID26211264,141001
MID26211416,141001
MID26211434,140801
MID26211864,141901
MID26211864,140801
MID26211868,141901
MID26211924,141001
MID26212483,141001
MID26212578,141901
MID26212620,140801
MID26212720,140801
MID26213153,140801
MID26213317,141901
MID26213387,141901
MID26213680,140801
MID26213941,141001
MID26214229,141901
MID26214302,141001
MID26214382,141901
MID26214602,141001
MID26214721,140801
MID26214746,141901
MID26214829,140801
MID26215090,140801
MID26215135,141901
MID26215365,141001
MID26215384,140801
MID26215440,141001
MID26215639,141901
MID26215730,141901
MID26215860,141001
MID26216512,140801
MID26216766,141001
MID26216928,140801
MID26217189,140801
MID26217313,140801
MID26217678,140801
MID26217733,141001
MID26217846,140801
MID26218146,141001
MID26218225,141901
MID26218330,141901
MID26218502,141001
MID26218831,141001
MID26219017,141001
MID26219172,141901
MID26219320,140801
MID26219509,141901
MID26219581,141001
MID26219889,140801
MID26220109,141001
MID26220159,141901
MID26220248,141001
MID26220490,141901
MID26220511,140801
MID26220557,140801
MID26221284,141901
MID26221333,140801
MID26221510,143501
MID26221510,141901
MID26221732,141901
MID26221740,141001
MID26221754,140801
MID26221763,140801
MID26222055,140801
MID26222135,141001
MID26222462,141001
MID26222553,141901
MID26222974,141001
MID26222974,143501
MID26223163,141001
MID26223163,140801
MID26223256,141901
MID26223582,141001
MID26223661,143501
MID26223831,141001
MID26224146,141901
MID26224305,141901
MID26224388,140801
MID26225374,141901
MID26225617,140801
MID26225660,141901
MID26225844,141901
MID26226489,141001
MID26226716,140801
MID26227122,141001
MID26227547,141901
MID26227766,141901
MID26227853,141001
MID26228182,140801
MID26228532,141901
MID26228752,141001
MID26229414,141901
MID26229729,141901
MID26230014,140801
MID26230054,141001
MID26230463,141001
MID26230555,140801
MID26230576,140801
MID26231084,141901
MID26231125,140801
MID26231154,141001
MID26231193,141001
MID26231425,141901
MID26231505,140801
MID26231601,141001
MID26231632,141901
MID26231643,141001
MID26231924,141001
MID26231996,141001
MID26232307,141001
MID26232578,141001
MID26232857,141901
MID26233022,141001
MID26233268,141901
MID26233425,141001
MID26233548,141901
MID26233839,143501
MID26233885,141001
MID26233919,141001
MID26234543,141901
MID26234567,141901
MID26235038,143501
MID26235107,141001
MID26235169,141901
MID26235461,141901
MID26235689,141001
MID26235850,141001
MID26235944,141001
MID26235974,140801
MID26236002,141901
MID26236014,141901
MID26236296,141001
MID26236599,140801
MID26236849,140801
MID26236982,140801
MID26237109,141001
MID26237298,141901
MID26237651,141901
MID26237802,140801
MID26237998,140801
MID26238009,140801
MID26238031,141901
MID26238208,140801
MID26238208,141901
MID26238551,141001
MID26238622,141901
MID26238622,140801
MID26238753,141001
MID26239146,141901
MID26239152,140801
MID26239175,141001
MID26239189,140801
MID26239229,140801
MID26239310,141001
MID26239626,141901
MID26239627,141001
MID26239670,140801
MID26239746,141001
MID26239765,140801
MID26239842,140801
MID26239917,141901
MID26240544,141001
MID26241022,141001
MID26241032,140801
MID26241076,140801
MID26241076,141901
MID26241394,141001
MID26241582,140801
MID26241645,141001
MID26242136,140801
MID26242236,141001
MID26242858,141001
MID26242858,141901
MID26242923,141901
MID26243042,141001
MID26243179,141001
MID26243579,141001
MID26243579,140801
MID26243655,141001
MID26243854,140801
MID26243858,141001
MID26243983,141001
MID26244066,141001
MID26244066,140801
MID26244205,140801
MID26244281,141901
MID26244323,141001
MID26244418,141001
MID26244592,141901
MID26244665,140801
MID26244669,141001
MID26244706,140801
MID26244852,140801
MID26244907,141001
MID26245013,141901
MID26245241,140801
MID26245254,141001
MID26245255,141001
MID26245255,140801
MID26245527,141001
MID26245578,141001
MID26245637,141901
MID26245637,141001
MID26245720,141001
MID26245738,141001
MID26245885,141001
MID26245922,140801
MID26245984,141901
MID26245984,140801
MID26246066,140801
MID26246150,141901
MID26246364,141901
MID26246439,141901
MID26246484,141901
MID26246496,141001
MID26246714,141901
MID26246714,140801
MID26246776,141001
MID26246871,140801
MID26247323,141901
MID26247478,140801
MID26247492,140801
MID26247614,141001
MID26247617,141001
MID26247680,141001
MID26248301,141001
MID26248308,140801
MID26248372,141001
MID26248614,141001
MID26248646,141001
MID26248646,140801
MID26249007,141001
MID26249016,140801
MID26249149,141001
MID26249355,141001
MID26249355,140801
MID26249517,141901
MID26249724,141001
MID26249857,140801
MID26249960,141901
MID26250378,140801
MID26250521,141001
MID26250524,141901
MID26250849,141001
MID26250884,141001
MID26250884,141901
MID26250976,141901
MID26251013,141001
MID26251132,141901
MID26251173,141001
MID26251193,141901
MID26251310,140801
MID26251419,141001
MID26251525,140801
MID26251654,141901
MID26251673,140801
MID26252059,141001
MID26252166,141001
MID26252211,141001
MID26252233,141001
MID26252264,141901
MID26252417,140801
MID26252417,141001
MID26252575,141901
MID26252615,141001
MID26252893,140801
MID26252984,140801
MID26253056,140801
MID26253318,141901
MID26253506,141001
MID26253519,141901
MID26253757,140801
MID26253910,140801
MID26254109,141901
MID26254224,141001
MID26254235,141001
MID26255000,141901
MID26255080,141901
MID26255365,141001
MID26255526,140801
MID26255651,141001
MID26255682,141901
MID26255715,141001
MID26255853,140801
MID26255853,141001
MID26255853,141901
MID26255903,140801
MID26256417,140801
MID26256576,141901
MID26256826,140801
MID26256950,141001
MID26257040,140801
MID26257040,141901
MID26257043,141001
MID26257120,141901
MID26257280,141001
MID26257295,141001
MID26257334,140801
MID26257502,141901
MID26257629,141901
MID26257721,141001
MID26257891,141901
MID26257896,141901
MID26257940,141901
MID26258094,140801
MID26258242,140801
MID26258308,141001
MID26258853,141001
MID26258877,141001
MID26258994,141901
MID26259093,141901
MID26259200,141001
MID26259334,140801
MID26259588,140801
MID26259951,141001
MID26259951,140801
MID26260387,141901
MID26260447,141001
MID26260464,140801
MID26260510,143501
MID26260631,141001
MID26260716,140801
MID26260717,140801
MID26260832,141001
MID26260874,141901
MID26261030,141001
MID26261053,141901
MID26261204,141901
MID26261221,141901
MID26261300,140801
MID26261300,141901
MID26261332,141001
MID26261481,141001
MID26261564,141001
MID26261653,141901
MID26261747,141901
MID26261923,141901
MID26262490,141001
MID26262816,141001
MID26263130,140801
MID26263169,141901
MID26263245,141001
MID26263259,140801
MID26263331,141001
MID26263341,141001
MID26263524,140801
MID26263627,141001
MID26263676,141901
MID26263960,141001
MID26264009,141001
MID26264014,140801
MID26264398,141901
MID26264426,141001
MID26264439,141001
MID26264511,141901
MID26264567,141901
MID26264676,140801
MID26264781,141001
MID26264913,141001
MID26265129,140801
MID26265439,141001
MID26265589,143501
MID26266036,141901
MID26266228,141001
MID26266349,141001
MID26266837,141001
MID26266935,141001
MID26266996,140801
MID26267002,141001
MID26267099,140801
MID26267185,141001
MID26267346,141901
MID26267387,140801
MID26267388,140801
MID26267415,141001
MID26267442,141901
MID26267442,143501
MID26267476,141001
MID26267824,141001
MID26268004,140801
MID26268045,141001
MID26268045,141901
MID26268182,141901
MID26268276,141901
MID26268332,141901
MID26268350,141001
MID26268372,141001
MID26268456,141901
MID26268581,140801
MID26268616,141901
MID26268809,141001
MID26268866,141001
MID26269112,140801
MID26269192,141901
MID26269192,143501
MID26269226,140801
MID26269407,140801
MID26269524,140801
MID26269719,141901
MID26269719,143501
MID26270115,141001
MID26270213,141001
MID26270370,141001
MID26270399,141001
MID26270621,141001
MID26270701,141001
MID26270869,140801
MID26270974,141001
MID26271005,140801
MID26271005,143501
MID26271257,141901
MID26271569,141001
MID26271850,140801
MID26271850,141001
MID26272062,140801
MID26272373,140801
MID26272402,141001
MID26272637,141001
MID26272705,141901
MID26272783,141001
MID26272872,141001
MID26273682,141901
MID26273721,140801
MID26273822,141901
MID26273904,140801
MID26274133,141001
MID26274268,141901
MID26274271,141001
MID26274359,141901
MID26274577,141901
MID26274594,141901
MID26274827,140801
MID26274870,141001
MID26275126,141901
MID26275126,140801
MID26275189,141901
MID26275334,141001
MID26275342,141001
MID26275342,140801
MID26275374,143501
MID26275402,140801
MID26275410,141001
MID26275425,141901
MID26275632,141001
MID26275633,141001
MID26275884,141001
MID26275961,141001
MID26275995,141901
MID26276538,141901
MID26276706,141001
MID26276955,141901
MID26276955,140801
MID26277098,141901
MID26277162,141901
MID26277200,141001
MID26277320,141001
MID26277326,141901
MID26277380,140801
MID26277615,141001
MID26277674,141001
MID26277754,140801
MID26277787,140801
MID26277974,143501
MID26278071,141001
MID26278269,141901
MID26278340,143501
MID26278341,141001
MID26278341,141901
MID26278546,140801
MID26278601,141901
MID26278817,140801
MID26278936,141901
MID26279109,141901
MID26279199,141901
MID26279376,141001
MID26279429,141901
MID26279719,141001
MID26279840,141001
MID26279988,143501
MID26280089,143501
MID26280370,141001
MID26280659,141001
MID26281319,141901
MID26281345,140801
MID26281452,140801
MID26281452,141001
MID26281572,140801
MID26281966,141901
MID26282081,143501
MID26282903,140801
MID26282921,141001
MID26283318,141901
MID26283382,141001
MID26283565,143501
MID26284189,141901
MID26284189,141001
MID26284288,143501
MID26284511,141001
MID26284609,141901
MID26284644,140801
MID26284942,140801
MID26284969,141901
MID26285041,141901
MID26285139,141001
MID26285144,140801
MID26285260,141901
MID26285419,141001
MID26285439,141901
MID26285439,141001
MID26285644,140801
MID26285644,141001
MID26285736,141001
MID26285797,140801
MID26286404,141901
MID26286489,140801
MID26286523,141001
MID26286594,140801
MID26286631,141001
MID26286981,141001
MID26287093,141901
MID26287111,141001
MID26287204,140801
MID26287493,140801
MID26288006,141901
MID26288011,140801
MID26288011,141001
MID26288023,141901
MID26288119,141901
MID26288134,141901
MID26288170,141001
MID26288237,141001
MID26288293,141901
MID26288503,141901
MID26288630,141001
MID26288686,141001
MID26288741,141001
MID26288894,141001
MID26288951,141001
MID26288983,141901
MID26288995,141901
MID26289744,140801
MID26290095,140801
MID26290468,141001
MID26290473,140801
MID26290632,141901
MID26290731,143501
MID26290794,141901
MID26291160,140801
MID26291522,141901
MID26291564,141001
MID26291565,141001
MID26291620,140801
MID26291652,140801
MID26291940,140801
MID26292075,141001
MID26292215,141001
MID26292336,140801
MID26292589,143501
MID26292676,141901
MID26292676,141001
MID26292868,141901
MID26292911,141901
MID26293539,141001
MID26293710,141001
MID26293803,141901
MID26293828,141001
MID26293878,141901
MID26293878,140801
MID26293897,141001
MID26293897,143501
MID26294073,140801
MID26294112,140801
MID26294307,141001
MID26294328,140801
MID26294423,141901
MID26294566,140801
MID26294648,141001
MID26294722,141001
MID26294973,140801
MID26295119,141001
MID26295119,143501
MID26295240,141001
MID26295364,140801
MID26295415,141001
MID26295415,141901
MID26295513,141901
MID26295513,140801
MID26295571,141001
MID26295965,141901
MID26295986,141001
MID26296246,141001
MID26296578,141001
MID26296730,141001
MID26297318,141001
MID26297360,141901
MID26297475,140801
MID26297476,141001
MID26297519,141001
MID26297519,143501
MID26297762,141901
MID26297764,143501
MID26298037,141901
MID26298146,140801
MID26298289,140801
MID26298419,141001
MID26298454,143501
MID26298628,140801
MID26298940,141001
MID26299119,141901
MID26299235,141001
MID26299377,141001
MID26299377,143501
MID26299437,141001
MID26299506,140801
MID26299558,141901
MID26299592,141001
MID26299857,141001
MID26299877,141001
MID26300410,141001
MID26300704,140801
MID26300717,140801
MID26300750,141001
MID26300831,140801
MID26300831,141001
MID26300865,140801
MID26300865,141001
MID26300872,141001
MID26300922,141001
MID26301006,141901
MID26301246,141901
MID26301491,141001
MID26301628,141001
MID26301675,141901
MID26301825,141901
MID26301949,140801
MID26301994,141001
MID26302116,140801
MID26302195,141901
MID26302654,140801
MID26302790,141001
MID26302886,141001
MID26303035,140801
MID26303127,141001
MID26303155,141901
MID26303308,141901
MID26303356,141901
MID26303586,140801
MID26303929,141001
MID26304058,140801
MID26304172,141901
MID26304172,140801
MID26304245,143501
MID26304312,141001
MID26304370,141001
MID26305059,141001
MID26305079,141001
MID26305079,140801
MID26305089,141901
MID26305117,141001
MID26305131,141001
MID26305144,141001
MID26305220,141001
MID26305439,140801
MID26305451,141001
MID26305451,141901
MID26305621,140801
MID26305813,140801
MID26305871,141901
MID26306267,141001
MID26306410,141001
MID26306423,140801
MID26306640,141901
MID26306789,141001
MID26306991,141001
MID26307043,140801
MID26307104,140801
MID26307152,141901
MID26307247,140801
MID26307402,140801
MID26307585,140801
MID26307585,143501
MID26307643,143501
MID26307667,141001
MID26307827,140801
MID26307941,141001
MID26307941,140801
MID26308036,141901
MID26308317,141001
MID26308348,141001
MID26308741,140801
MID26308784,143501
MID26309571,141001
MID26309633,140801
MID26309850,141001
MID26309887,141901
MID26309925,141001
MID26310018,140801
MID26310079,141901
MID26310178,141001
MID26310178,140801
MID26310217,141001
MID26310241,141901
MID26310567,140801
MID26310620,141901
MID26310626,143501
MID26310726,140801
MID26310792,140801
MID26310874,140801
MID26310979,141901
MID26311127,141001
MID26311131,141001
MID26311131,141901
MID26311155,141901
MID26311189,141901
MID26311215,141901
MID26311220,140801
MID26311455,141901
MID26311563,140801
MID26311713,141001
MID26311796,140801
MID26311847,141001
MID26311937,141001
MID26311960,141901
MID26312094,140801
MID26312278,141001
MID26312429,143501
MID26312761,141001
MID26312960,141901
MID26313048,141901
MID26313100,140801
MID26313158,141001
MID26313158,143501
MID26313202,141001
MID26313574,140801
MID26313684,143501
MID26313684,141901
MID26313983,141001
MID26314165,141001
MID26314252,141001
MID26314375,141001
MID26314399,143501
MID26314452,140801
MID26314499,141001
MID26314657,140801
MID26314901,143501
MID26315084,141901
MID26315109,141001
MID26315156,141901
MID26315224,141001
MID26315332,140801
MID26315428,141001
MID26315534,141001
MID26315572,141001
MID26315611,141901
MID26315831,141001
MID26315889,141001
MID26316202,141901
MID26316204,141001
MID26316453,141901
MID26316712,141901
MID26316760,141001
MID26316802,143501
MID26317010,140801
MID26317010,141901
MID26317055,143501
MID26317270,141901
MID26317385,141001
MID26317708,141001
MID26317710,141901
MID26318049,141001
MID26318256,140801
MID26318448,140801
MID26318558,141001
MID26318568,140801
MID26318710,141001
MID26318787,141001
MID26318801,141901
MID26318801,143501
MID26318866,141001
MID26318866,141901
MID26318903,141901
MID26319088,140801
MID26319252,141901
MID26319252,140801
MID26319457,141901
MID26319485,141001
MID26319866,141901
MID26320590,141001
MID26320863,140801
MID26320971,140801
MID26321039,140801
MID26321070,141001
MID26321091,141001
MID26321316,140801
MID26321316,141901
MID26321427,141901
MID26321716,141901
MID26321769,141001
MID26321769,140801
MID26322218,141001
MID26322388,141001
MID26322388,140801
MID26322388,143501
MID26322468,141001
MID26322507,141001
MID26322605,141001
MID26322824,141001
MID26322844,141901
MID26323005,141901
MID26323089,141901
MID26323380,141901
MID26323380,140801
MID26323456,140801
MID26323676,141001
MID26323958,141001
MID26324086,140801
MID26324098,140801
MID26324111,141001
MID26324399,140801
MID26324952,141001
MID26325210,141901
MID26325210,140801
MID26325650,140801
MID26325670,141001
MID26325905,141901
MID26325949,141901
MID26325985,141001
MID26326007,141901
MID26326007,143501
MID26326036,141901
MID26326185,140801
MID26326216,141901
MID26326354,140801
MID26326533,141901
MID26326740,141901
MID26326740,141001
MID26326841,141001
MID26326885,141901
MID26326906,141901
MID26326906,141001
MID26326912,141001
MID26326952,143501
MID26326953,141901
MID26327126,141001
MID26327223,140801
MID26327371,141001
MID26327436,141001
MID26327436,141901
MID26327649,141901
MID26327729,141901
MID26327745,141001
MID26327846,140801
MID26327898,143501
MID26328588,141001
MID26328744,141001
MID26329201,141901
MID26329389,141901
MID26329448,141001
MID26329607,140801
MID26329930,141901
MID26329955,140801
MID26330142,141001
MID26330142,141901
MID26330233,141901
MID26330543,141901
MID26330623,141001
MID26331009,141901
MID26331160,141001
MID26331171,143501
MID26331817,140801
MID26332144,141901
MID26332383,140801
MID26332394,140801
MID26332526,141001
MID26332526,141901
MID26332534,141901
MID26332617,141901
MID26332921,141001
MID26333086,141901
MID26333153,141901
MID26333183,141901
MID26333192,141901
MID26333262,141901
MID26333678,141901
MID26333763,141001
MID26333763,140801
MID26333807,141001
MID26333930,141901
MID26333930,143501
MID26334230,141001
MID26334494,141001
MID26334645,141901
MID26334791,141001
MID26335166,141001
MID26335348,141001
MID26335373,141901
MID26335524,141901
MID26335694,140801
MID26335710,141001
MID26335941,141901
MID26336001,141901
MID26336087,141001
MID26336087,143501
MID26336167,140801
MID26336222,140801
MID26336323,141901
MID26336434,141001
MID26336617,141901
MID26337004,141901
MID26337454,141001
MID26337650,141901
MID26337806,140801
MID26337921,140801
MID26338459,141901
MID26339083,141901
MID26339083,140801
MID26339422,141001
MID26339458,141901
MID26339595,140801
MID26339786,141001
MID26339808,141901
MID26340003,141901
MID26340060,141001
MID26340288,141001
MID26341043,140801
MID26341474,140801
MID26341511,141001
MID26341591,141901
MID26341613,141001
MID26341864,140801
MID26341966,141001
MID26342100,141901
MID26342162,141901
MID26342685,141001
MID26342795,141001
MID26342854,141001
MID26343108,140801
MID26343211,141001
MID26343345,141001
MID26343364,141001
MID26343484,141001
MID26343523,141901
MID26343655,141901
MID26343807,141901
MID26343951,141001
MID26343992,141001
MID26344002,141901
MID26344038,141001
MID26344059,141001
MID26344248,141001
MID26344332,140801
MID26344420,141001
MID26344500,141901
MID26344562,141901
MID26344682,140801
MID26344870,141901
MID26345404,141001
MID26345419,140801
MID26345560,141901
MID26346228,141901
MID26346331,143501
MID26346832,140801
MID26347074,140801
MID26347261,141001
MID26347408,141901
MID26347559,141001
MID26347741,140801
MID26347804,141901
MID26347899,141001
MID26347958,141901
MID26348098,141901
MID26348252,141001
MID26349031,141001
MID26349136,141001
MID26349439,141901
MID26349546,141001
MID26349637,141901
MID26349686,140801
MID26349719,141901
MID26349719,140801
MID26349993,141901
MID26350231,140801
MID26350610,140801
MID26350635,141001
MID26350635,141901
MID26350959,141901
MID26350983,141001
MID26351210,141901
MID26351249,140801
MID26351261,140801
MID26351261,141001
MID26351380,141901
MID26351518,141001
MID26351762,143501
MID26351768,140801
MID26351783,141001
MID26352066,141901
MID26352221,141901
MID26352226,141001
MID26352280,141001
MID26352414,140801
MID26352909,140801
MID26353193,141901
MID26353211,141901
MID26353388,140801
MID26353992,143501
MID26354010,141901
MID26354010,141001
MID26354027,140801
MID26354331,140801
MID26354378,141001
MID26354494,141001
MID26354524,140801
MID26354708,141901
MID26354708,141001
MID26354876,140801
MID26355137,141001
MID26355515,140801
MID26355582,141001
MID26355946,141901
MID26355995,141901
MID26355995,141001
MID26356036,141001
MID26356126,141001
MID26356126,140801
MID26356126,143501
MID26357007,141901
MID26357462,141901
MID26357661,141001
MID26357950,141001
MID26357964,141901
MID26358049,140801
MID26358096,141001
MID26358160,141001
MID26358185,141901
MID26358218,141901
MID26358220,141901
MID26358230,141001
MID26358320,141901
MID26358328,141001
MID26358376,141901
MID26358399,141901
MID26358429,141001
MID26358436,140801
MID26358443,141001
MID26358449,141901
MID26358461,143501
MID26358470,141001
MID26358470,141901
MID26358486,141001
MID26358492,143501
MID26358504,143501
MID26358547,140801
MID26358564,141001
MID26358593,143501
MID26358597,143501
MID26358602,141901
MID26358609,141001
MID26358619,141001
MID26358624,141901
MID26358624,143501
MID26358635,140801
MID26358688,143501
MID26358714,143501
MID26358751,141901
MID26358754,143501
MID26358772,141901
MID26358783,141001
MID26358821,143501
MID26358825,141001
MID26358837,140801
MID26358842,141901
MID26358845,141901
MID26358898,141901
MID26358919,141901
MID26358928,143501
MID26358978,141901
MID26359041,143501
MID26359054,140801
MID26359084,141901
MID26359104,141901
MID26359115,143501
MID26359143,141001
MID26359169,141901
MID26359169,143501
MID26359209,141001
MID26359210,143501
MID26359213,141901
MID26359224,141901
MID26359298,140801
MID26359299,141901
MID26359321,140801
MID26359328,143501
MID26359329,140801
MID26359329,143501
MID26359345,143501
MID26359352,141001
MID26359352,143501
MID26359375,141901
MID26359377,140801
MID26359394,141001
MID26359417,143501
MID26359435,141001
MID26359437,141901
MID26359453,141901
MID26359502,141001
MID26359502,140801
MID26359510,141001
MID26359548,141001
MID26359657,141901
MID26359696,141001
MID26359713,141001
MID26359718,143501
MID26359758,140801
MID26359798,141001
MID26359801,141001
MID26359812,143501
MID26359839,140801
MID26359845,140801
MID26359868,141901
MID26359921,141901
MID26359951,141901
MID26359957,141901
MID26359957,143501
MID26360002,141901
MID26360006,141001
MID26360012,143501
MID26360012,140801
MID26360045,143501
MID26360111,141901
MID26360111,143501
MID26360187,141901
MID26360193,141001
MID26360198,140801
MID26360214,140801
MID26360214,143501
MID26360217,141001
MID26360230,143501
MID26360273,141901
MID26360287,141901
MID26360319,141001
MID26360328,140801
MID26360332,141001
MID26360360,143501
MID26360362,143501
MID26360374,141001
MID26360385,141901
